objectid,title,creator,date,description,format,language,publisher,rights,rightsstatement,type,type_genre,source,oclc number,date created,date modified,reference_url,cdmid,contentdm file name, contentdm file path
72,Know Your Oxygen!,United States. Army Air Forces. Training Aids Division; United States. Army Air Forces. Office of Flying Safety,1943-10-20,"Man with anoxia, accompanied by a limerick. Air Poster No. API-5050, sheet no. 5 of 5.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p10,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/268,268,324.jp2,/WW2Posters/image/324.jp2
73,Do Your Part to Win the War--Buy More War Savings Stamps,United States. Department of the Treasury; United States. Office of Education,1942,Pictures of items soldiers need and how much they cost. On the reverse side are suggestions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.,application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,bulletins,World War II Posters,oksa_1972-002f5p51,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/269,269,288.pdf,/WW2Posters/image/288.pdf
74,Overcharge Is the Same as a Pay Cut--Report Overcharges to the OPA,United States. Office of Price Administration; Robbins,1945,A hand holding a coin with a slice percentage taken out.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p2,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/270,270,244.jp2,/WW2Posters/image/244.jp2
75,Speaking for Every Army Nurse,Dow Chemical Company,1939-1945,"Headshot of an army nurse, with four pictures of army nurses in action.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p11,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/271,271,304.jp2,/WW2Posters/image/304.jp2
76,Serve Those Who Served,"United States. Veterans Administration; Douglass Crockwell, Spencer",1945,"Injured soldier in a chair with a background of a battle and a nurse tending to another injured soldier. The poster includes a letter from the Veterans Administration, urging the recipient to display the poster.",application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p13,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/272,272,269.pdf,/WW2Posters/image/269.pdf
77,Don't Shiver Next Winter...--Order Coal Now!,United States. Solid Fuels Administration for War; Arens,1944,A penguin in a scarf and hat with a shovel and a few lumps of coal on an iceberg.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p18,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/273,273,247.jp2,/WW2Posters/image/247.jp2
78,Bonds Build Ships!--Buy More Bonds,"United States. Department of the Treasury; Picken, George",1945,Naval ship under construction.,image/jpeg,en_US,Abbott Laboratories,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p4,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/274,274,296.jp2,/WW2Posters/image/296.jp2
79,Every Child Needs a Good School Lunch--School Lunch Program,United States. War Food Administration; Johnson,1944,"Two illustrated children playing baseball, while beneath them, an overlaid black-and-white image of a young boy eats a full healthy meal. ""The War Food Administration will help your community start a School Lunch Program.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p15,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/275,275,236.jp2,/WW2Posters/image/236.jp2
80,Buy Now for the Bigger 7th War Loan Through Payroll Savings,United States. Department of the Treasury,1945,Working class people lined up with money in their hands to buy bonds.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p58,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/276,276,271.jp2,/WW2Posters/image/271.jp2
81,"Your OPA Program--to Assure the Necessities of Life in Wartime--Price Control, Rent Control, Rationing",United States. Office of Price Administration. Information Department. Educational Services Branch,1943-12,"A chart detailing basic necessities during war, what is under price control, how you can know ceiling prices, what is rationed and how, what your obligations are, and how you benefit from these practices.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f7p22,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/277,277,345.jp2,/WW2Posters/image/345.jp2
82,United We Are Strong--United We Will Win,United States. Office of War Information,1943,"Cannons bearing flags of the United Nations, firing into the air.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p7,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/278,278,230.jp2,/WW2Posters/image/230.jp2
83,Can All You Can--It's a Real War Job!,United States. Office of War Information,1943,Jar with fruits and vegetables in the background.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p8,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/279,279,258.jp2,/WW2Posters/image/258.jp2
84,85 Million Americans Hold War Bonds,United States. Department of the Treasury,1945,"Statue of Liberty's hand, holding her torch, juxtaposed with an American's hand holding war bonds.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p24,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/280,280,282.jp2,/WW2Posters/image/282.jp2
85,Enlist in a Proud Profession...Join the U.S. Cadet Nurse Corps,United States. Office of War Information; United States. Federal Security Agency; United States. Public Health Service,1943,"U. S. Nurse Corps Cadet in uniform. ""A lifetime education FREE! For high school graduates who qualify.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p9,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/281,281,295.jp2,/WW2Posters/image/295.jp2
86,Your War Bonds are a Stake in the Future,"Saalburg, Allen",1943,American Flag partially covering a plaque on a brick building.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p13,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/282,282,338.jp2,/WW2Posters/image/338.jp2
87,Grow Your Own--Can Your Own,"United States. Office of War Information; Parker, Alfred",1943,"Little girl and her mother canning fruits and vegetables. ""We'll have lots to eat this winter, won't we Mother?""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p9,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/283,283,222.jp2,/WW2Posters/image/222.jp2
88,This Is the Enemy,United States. Office of War Information,1943,Nazi hand driving a knife through the Holy Bible.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p3,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/284,284,286.jp2,/WW2Posters/image/286.jp2
89,American Labor...Producing for Attack,United States. War Production Board,1943,Bronze statue of a worker.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/285,285,319.jp2,/WW2Posters/image/319.jp2
90,OURS...to Fight for--Freedom from Want,"United States. Office of War Information; Rockwell, Norman",1943,"Family at Thanksgiving. Painting taken from the Saturday Evening Post. One in a series of four ""OURS...to fight for"" posters by Norman Rockwell.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f3p1,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/286,286,309.jp2,/WW2Posters/image/309.jp2
91,United States Indian School Posters (3 in 1),"United States. Department of the Treasury; Quintana, Ben; Mirabal, Eva; Presbetonequa, Charles",1942,"Three posters designed by students of the United States Indiana School in Santa Fe, New Mexico. All three posters are printed together with dotted lines to indicate where people may cut them apart to better display them. Ben Eva Mirabal painted the Native American sending smoke signals to ""Buy War Bonds."" Charles Presbetonequa painted the ""More Tomahawks for Our United Warriors,"" juxtaposing a Native American with a tomahawk and the Curtiss P-40C Tomahawk airplanes. Ben Quintana painted the Native American children going to the post office to buy war bonds.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p46,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/287,287,325.jp2,/WW2Posters/image/325.jp2
92,Your Victory Garden Counts More Than Ever!,United States. War Food Administration; Morley,1945,Vegetables with two farmers working in a victory garden.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f4p4,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/288,288,218.jp2,/WW2Posters/image/218.jp2
93,We Caught Hell!--Someone Must Have Talked,"United States. Office of War Information; Tepper, Saul",1944,"A soldier carrying a wounded comrade on his back, away from the scene of a battle.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p27,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/289,289,240.jp2,/WW2Posters/image/240.jp2
94,I Need Your Skill--in a War Job!,"United States. Office of War Information; Flagg, James Montgomery",1943,"Uncle Sam, pointing at and urging you to apply for a war job listed below.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f2p12,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/290,290,217.jp2,/WW2Posters/image/217.jp2
95,Me Travel?--...Not This Summer--Vacation at Home,"United States. Office of Defense Transportation; Dorne, Albert",1945,"A man reclining in an arm chair, enjoying a pipe, lemonade, a newspaper, a fan blowing on him, and a dog curled at his feet.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p20,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/291,291,326.jp2,/WW2Posters/image/326.jp2
96,Strong in the Strength of the Lord...,"United States. Office of War Information; Martin, David Stone",1942,"Hands holding a gun and wrenches. ""Strong in the strength of the Lord--we who fight in the people's cause--will never stop until that cause is won.""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p9,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/292,292,268.jp2,/WW2Posters/image/268.jp2
97,We'll Take Care of the Rising Sun--You Take Care of Rising Prices,United States. Office of War Information; United States. Office of Economic Stabilization,1945,Young soldier on an island in the Pacific.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p5,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/293,293,214.jp2,/WW2Posters/image/214.jp2
98,"What's It Like Up There?--""Ask Your Oxygen Officer""",United States. Army Air Forces. Training Aids Division; United States. Army Air Forces. Office of Flying Safety; Kane,1943-10-20,"Ring master asking a clown on stilts about the quality of air. Air Poster No. API-5050, sheet no. 1 of 5.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p5,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/294,294,205.jp2,/WW2Posters/image/205.jp2
99,Eat the Basic 7...Every Day!,United States. Department of Agriculture; United States. War Food Administration,1943,"A chart showing the 7 basic food groups, with pictures of people reaping the benefits of good nutritional eating. ""Eat a lunch that packs a punch!""",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p14,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/295,295,303.jp2,/WW2Posters/image/303.jp2
100,"Can You Qualify for the Army Air Corps?--""Keep 'Em Flying!""",United States. Army. Recruiting Service,1942,Chart listing requirements for enlistment in the Air Corps.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Text,posters,World War II Posters,oksa_1972-002f2p2,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/296,296,203.jp2,/WW2Posters/image/203.jp2
101,Back the Attack!--Buy War Bonds--3rd War Loan,Schreiber,1943,Soldier with a gun. Other soldiers parachute down from the sky.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p17,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/297,297,237.jp2,/WW2Posters/image/237.jp2
102,Victory - Now You Can Invest in It!--Victory Loan,"Cornwell, Dean",1945,"An eagle atop a stack of loans with stars and the American red, white, and blue behind it.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f5p56,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/298,298,254.jp2,/WW2Posters/image/254.jp2
103,"For Work--For Play--3 ""Squares"" a Day","United States. War Food Administration; Jung, Ted",1944,"A family depicted doing work, playing sports, and eating together. Encouraging people to ""Eat the basic 7 way,"" according to the nutritional food groups.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f7p13,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/299,299,202.jp2,/WW2Posters/image/202.jp2
104,We Have Just Begun to Fight!,United States. Office of War Information,1943,"A soldier running with his hand up, urging others to fight. Included is a list of battles already fought.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f8p9,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/300,300,210.jp2,/WW2Posters/image/210.jp2
105,...Because Somebody Talked!,United States. Office of War Information; Wesley,1944,A cocker spaniel laying her head on part of a uniform with a gold star hanging in the background.,image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f6p8,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/301,301,233.jp2,/WW2Posters/image/233.jp2
106,Check with Your Oxygen Officer,United States. Army Air Forces. Training Aids Division; United States. Army Air Forces. Office of Flying Safety; Kane,1943-10-20,"Order from the War Department with an oxygen mask beside it. ""Immediate Action--War Department--Subject: Life--To: All concer-."" Air Poster No. API-5050, sheet no. 4 of 5.",image/jpeg,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,posters,World War II Posters,oksa_1972-002f1p8,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/302,302,339.jp2,/WW2Posters/image/339.jp2
107,Help Send Them What It Takes to Win--Do Your Job with War Stamps and Bonds,"United States. Department of the Treasury; United States. Office of Education; Lufkin, Raymond",1943,Soldiers unloading supplies overseas. On the reverse side are more detailed information and suggestions on how schools can participate in raising and saving money for the war. This document is part of a news bulletin that was published as part of the Schools at War Program.,application/pdf,en_US,United States. Government Printing Office,"As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.",https://rightsstatements.org/vocab/NoC-US/1.0/,Image,bulletins,World War II Posters,oksa_1972-002f5p50,,2019-12-17,2019-12-17,http://cdm17279.contentdm.oclc.org/cdm/ref/collection/WW2Posters/id/303,303,231.pdf,/WW2Posters/image/231.pdf
