title	contributor	date original	description	format	language	publisher	rights	rights uri	type	type genre	identifier	osu.filename
United--The United Nations Fight for Freedom	United States. Office of War Information; Ragan, Leslie	1943	The United Nation's flags showing through smoke above ships and planes	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f5p9	oksa_1972-002f5p9.jpg
Sky's the Limit!--Keep Buying War Bonds	United States. Department of the Treasury; Allen, Courtney	1944	Three people working on an airplane engine. Advertising the 6th War Loan.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p1	oksa_1972-002f6p1.jpg
Careless Talk--Got There First	Prohaska, Ray	1944	A soldier storming the beach, falling to the ground, shot in the head and stomach.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p10	oksa_1972-002f6p10.jpg
How Your Words Get To Japan	War Advertising Council; United States. Office of War Information; United States. Army; United States. Navy; United States. Federal Bureau of Investigation; United States. Office of Censorship	1945	A booklet warning Americans of Japanese spies and cautioning against loose, open talk of American war efforts.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	pamphlets	oksa_1972-002f6p11	oksa_1972-002f6p11.pdf
I'm Counting on You!--Don't Discuss--Troop Movements--Ship Sailings--War Equipment	United States. Office of War Information; Helguera, Leon	1943	Uncle Sam with one finger to his lips in a silencing signal.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p12	oksa_1972-002f6p12.jpg
Enemy Is Listening--He Wants to Know What You Know--Keep It to Yourself	United States. Office of Facts and Figures; United States. War Department. Military Intelligence Division; United States. Office of Naval Intelligence; United States. Federal Bureau of Investigation	1942	Text-based poster, cautioning against loose talk about American war efforts.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f6p14	oksa_1972-002f6p14.jpg
Wanted!--For Murder--Her Careless Talk Costs Lives	United States. Office of War Information; Keppler, Victor	1944	A woman's photograph in a WANTED poster. On the reverse side of the poster is a letter, urging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p15	oksa_1972-002f6p15.pdf
Less Dangerous--Than Careless Talk	United States. Office of War Information; Dorne, Albert	1944	"A rattlesnake with fangs bared. ""Don't discuss troop movements - ship sailings - war equipment."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p16	oksa_1972-002f6p16.jpg
Careless Word...--A Needless Sinking	United States. Office of War Information; Fischer, Anton Otto	1942	A ship sinking in the ocean with smoke billowing out, as survivors look on from a rowboat.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p18	oksa_1972-002f6p18.jpg
If You Tell Where He's Going...He May Never Get There!	United States. Office of War Information; Falter, John	1943	A Navy man carrying his pack and smiling.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p19	oksa_1972-002f6p19.jpg
I Need You on the Job Full Time...--Don't Get Hurt	United States. War Department. Safety Council; Meyers, Harry Morse	1943	A soldier in battle with a gun.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p2	oksa_1972-002f6p2.jpg
Bits of Careless Talk--Are Pieced Together by the Enemy	Dohanos, Stevan	1943	"A hand with a Nazi ring, piecing together a puzzle that reveals: ""Convoy sails for England tonight."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p26	oksa_1972-002f6p26.jpg
We Caught Hell!--Someone Must Have Talked	United States. Office of War Information; Tepper, Saul	1944	A soldier carrying a wounded comrade on his back, away from the scene of a battle.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p27	oksa_1972-002f6p27.jpg
Harvest War Crops--The Women's Land Army--of the U. S. Crop Corps	United States. War Food Administration; Women's Land Army (United States); Morley	1945	A woman picking oranges from a tree.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p3	oksa_1972-002f6p3.jpg
Award--for Careless Talk	United States. Office of War Information; Dohanos, Stevan	1944	"A hand with a Nazi ring awarding a Nazi medal. ""Don't discuss troop movements - ship sailings - war equipment."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p6	oksa_1972-002f6p6.jpg
Don't Kill Her Daddy--with Careless Talk	United States. Office of War Information; D. H. S.	1944	A little girl holding a picture of her dad in a soldier's uniform.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p7	oksa_1972-002f6p7.jpg
...Because Somebody Talked!	United States. Office of War Information; Wesley	1944	A cocker spaniel laying her head on part of a uniform with a gold star hanging in the background.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p8	oksa_1972-002f6p8.jpg
Americans Suffer--When Careless Talk Kills	Anderson, Harry	1943	The parents of a soldier crying over a Western Union telegram with a blue star hanging in the background.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f6p9	oksa_1972-002f6p9.jpg
Protect Them--Don't Pay Over Ceiling Prices	United States. Office of Price Administration	1945	A hand clutching a $25 war savings bond and a savings accounts slip.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p1	oksa_1972-002f7p1.jpg
Don't Burn--Waste Paper--Call a Collector!	Untied States. Office for Emergency Management. Division of Information; Rabkin	1939-1945	"A trash can full of burning paper and paper products. ""Our war effort needs it [paper]."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p10	oksa_1972-002f7p10.jpg
Could This Be You?--Don't Travel - Unless Your Trip Helps Win the War	United States. Office of Defense Transportation	1945	Four different traveler profiles with non-viable reasons for traveling during the war time.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p11	oksa_1972-002f7p11.jpg
"For Work--For Play--3 ""Squares"" a Day"	United States. War Food Administration; Jung, Ted	1944	"A family depicted doing work, playing sports, and eating together. Encouraging people to ""Eat the basic 7 way,"" according to the nutritional food groups."	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p13	oksa_1972-002f7p13.jpg
Eat the Basic 7...Every Day!	United States. Department of Agriculture; United States. War Food Administration	1943	"A chart showing the 7 basic food groups, with pictures of people reaping the benefits of good nutritional eating. ""Eat a lunch that packs a punch!"""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p14	oksa_1972-002f7p14.jpg
Every Child Needs a Good School Lunch--School Lunch Program	United States. War Food Administration; Johnson	1944	"Two illustrated children playing baseball, while beneath them, an overlaid black-and-white image of a young boy eats a full healthy meal. ""The War Food Administration will help your community start a School Lunch Program."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p15	oksa_1972-002f7p15.jpg
Produce High Grade Cotton--Make the Grade This Year	United States. Department of Agriculture; Lee, Robert E.	1944	"A large cotton bloom in the background and a soldier with his gun ready. ""Pick dry as possible--Keep trash out--Pick before weather damage--Keep good cotton separate."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p16	oksa_1972-002f7p16.jpg
Don't Shiver Next Winter...--Order Coal Now!	United States. Solid Fuels Administration for War; Arens	1944	A penguin in a scarf and hat with a shovel and a few lumps of coal on an iceberg.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p18	oksa_1972-002f7p18.jpg
You Government Warns--Prepare for Winter Now!	United States. Solid Fuels Administration for War	1944	"A list of things people can do to prepare for winter and make the most of their fuel. ""Take dealer's advice--Check your heating plant--'Winterize' your home--Fuel is scarce...Conserve it!"""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p19	oksa_1972-002f7p19.jpg
Overcharge Is the Same as a Pay Cut--Report Overcharges to the OPA	United States. Office of Price Administration; Robbins	1945	A hand holding a coin with a slice percentage taken out.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p2	oksa_1972-002f7p2.jpg
Me Travel?--...Not This Summer--Vacation at Home	United States. Office of Defense Transportation; Dorne, Albert	1945	A man reclining in an arm chair, enjoying a pipe, lemonade, a newspaper, a fan blowing on him, and a dog curled at his feet.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p20	oksa_1972-002f7p20.jpg
Your Metal Is on the Attack--Keep It Coming!	United States. Army; Sewell, Amos	1944	Soldiers and tanks storming a beach.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p21	oksa_1972-002f7p21.jpg
Your OPA Program--to Assure the Necessities of Life in Wartime--Price Control, Rent Control, Rationing	United States. Office of Price Administration. Information Department. Educational Services Branch	1943-12	A chart detailing basic necessities during war, what is under price control, how you can know ceiling prices, what is rationed and how, what your obligations are, and how you benefit from these practices.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Text	posters	oksa_1972-002f7p22	oksa_1972-002f7p22.jpg
Save Waste Fats	United States. War Production Board. Bureau of Industrial Conservation	1942	"Illustrated steps to recycle waste fats: ""Save waste fats and greases--Strain into clean can--Keep in cool dark place--Sell it to your meat dealer."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p25	oksa_1972-002f7p25.jpg
Where Your Used Fats Go!		1939-1945	A chart showing how recycled fats are used for different military needs.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p28	oksa_1972-002f7p28.jpg
Your Metal Is Their Might!	United States. Army; Schlaikjer, Jes Wilhelm	1943	Three soldiers operating a machine gun in battle.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p29	oksa_1972-002f7p29.jpg
New Ceiling Price Lists Are Here!	United States. Office of Price Administration	1944	"Lists of various ceiling prices. ""Ask to see our copies--We will explain how you can use them..."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p3	oksa_1972-002f7p3.jpg
Is Your Trip Necessary?--Needless Travel Interferes with the War Effort	United States. Office of Defense Transportation; United States. Office of War Information	1943	A crowded train car of soldiers and civilians.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p30	oksa_1972-002f7p30.jpg
I'll Carry Mine Too!--Trucks and Tires Must Last Till Victory	United States. Office of War Information; United States. Office of Defense Transportation; Sarra, Valentino	1943	Soldiers marching in the background. A woman carrying her own groceries in the foreground.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p31	oksa_1972-002f7p31.jpg
"""Won't You Give My Boy a Chance to Get Home?""--Don't Travel - Unless Your Trip Helps Win the War"	United States. Office of Defense Transportation; Rozen, Jerome	1944	A woman standing in front of a blue star banner, encouraging people not to travel unless it helps the U. S. win the war. On the reverse side is a letter, encouraging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p33	oksa_1972-002f7p33.pdf
What Can You Spare That They Can Wear?--Give Clothing for War Relief	United National Clothing Collection for War Relief (U.S.); United States. Office of War Information; Kaiser, Henry J.	1941	Two young boys wearing ripped and worn clothes. Encourages people to donate clothes for war relief between April 1-30, 1941. On the reverse side is a letter from Henry J. Kaiser, National Chairman of the United National Clothing Collection for Overseas War Relief, encouraging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p34	oksa_1972-002f7p34.pdf
Use It Up--Wear It Out--Make It Do!--Our Labor and Our Goods Are Fighting	United States. Office of War Information	1943	A woman mending a patch in a man's pants while he fixes a lawn mower.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p36	oksa_1972-002f7p36.jpg
"""Of Course I Can!--I'm Patriotic as Can Be--and Ration Points Won't Worry Me!"""	United States. War Food Administration; United States. Department of Agriculture. Office of Information; United States. Office of War Information; Williams, Dick	1944	A woman with her arms full of self-canned foods. On the reverse side is a letter encouraging the recipient to display the poster.	application/pdf	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p37	oksa_1972-002f7p37.pdf
Where Our Men Are Fighting--Our Food Is Fighting	United States. Office of War Information	1943	"Parachutes descending with soldiers and boxes of food. ""Buy wisely--Cook carefully--Store carefully--Use leftovers."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p39	oksa_1972-002f7p39.jpg
Make This Pledge--I Pay No More Than Top Legal Prices--I Accept No Rationed Goods Without Giving Up Ration Stamps	United States. Office of Price Administration	1943	A woman dressed in red and white, raising her right hand and making the pledge.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p41	oksa_1972-002f7p41.jpg
Stamp Out--Black Markets...with Your Ration Stamps--Pay No More Than Legal Prices		1943	A thumb pressing a ration stamp down atop a green man.	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p46	oksa_1972-002f7p46.jpg
Save Your Cans--Help Pass the Ammunition	United States. War Production Board. Salvage Division; Barclay, McClelland	1939-1945	"Food cans traveling from a woman's hand, transforming into bullets, and feeding into a soldier's machine gun. ""Prepare your tin cans for war..."""	image/jpeg	en_US	United States. Government Printing Office	As a U.S. Government publication, this work is in the public domain and therefore may be used, reproduced and distributed without permission. As the Oklahoma State University Library is responsible for the digitized version of this work, the Library requests acknowledgment for material obtained from this website including the institution's name and the URL. Contact the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311 for further information.	https://rightsstatements.org/vocab/NoC-US/1.0/	Image	posters	oksa_1972-002f7p5	oksa_1972-002f7p5.jpg
